n,||u||_2,||u||_inf,E(u),||p||_2,||p||_inf,E(p),||T||_2,||T||_inf,E(T),||S||_2,||S||_inf,E(S)
0,0.1025891762686581,1.0,13.733182747715214,0.0696374973097461,0.8699707283792337,0.2608862590313768,0.0,0.0,0.0,0.0,0.0,0.0
1,0.12625567509995564,1.0,10.502841438027517,0.05390448406628099,0.944443348561841,0.3167685073377849,0.0,0.0,0.0,0.0,0.0,0.0
2,0.14104300533785225,1.0,9.434471177983884,0.04555802914971276,0.9719346439225399,0.33748734981398126,0.0,0.0,0.0,0.0,0.0,0.0
3,0.15161170580798974,1.0,8.91417111280038,0.04178164467944775,0.9961312236589797,0.35307999658877487,0.0,0.0,0.0,0.0,0.0,0.0
4,0.15980284208373138,1.0,8.616393877746294,0.039887117832654716,1.0155613882093284,0.3646738731530391,0.0,0.0,0.0,0.0,0.0,0.0
5,0.16647245840701463,1.0,8.431888159710049,0.038935833881843004,1.0313503009200318,0.37372119978039353,0.0,0.0,0.0,0.0,0.0,0.0
6,0.17208081074201348,1.0,8.312712806317707,0.03851801231234719,1.0444362841257875,0.3810794809730006,0.0,0.0,0.0,0.0,0.0,0.0
7,0.17690410003613125,1.0,8.234206934367549,0.03842472431131502,1.0554478640050966,0.3872356823838402,0.0,0.0,0.0,0.0,0.0,0.0
8,0.18112210697489384,1.0,8.18231602942314,0.038537090845101124,1.0648150549923294,0.3924842897537856,0.0,0.0,0.0,0.0,0.0,0.0
9,0.18485911787273107,1.0,8.14844324267886,0.0387820699449779,1.0728491049866966,0.39701799223272044,0.0,0.0,0.0,0.0,0.0,0.0
10,0.18820505213884556,1.0,8.127053863681226,0.03911234916418763,1.0797864859565884,0.400971532895669,0.0,0.0,0.0,0.0,0.0,0.0
11,0.1912272944634442,1.0,8.114445684949871,0.0394961743112661,1.0858129291314904,0.4044438135712643,0.0,0.0,0.0,0.0,0.0,0.0
12,0.19397776881673673,1.0,8.108068943167122,0.03991174136799466,1.0910773913170306,0.4075099560005246,0.0,0.0,0.0,0.0,0.0,0.0
13,0.19649739598403507,1.0,8.106127501085965,0.040343883496741846,1.0957008724629669,0.4102284923771633,0.0,0.0,0.0,0.0,0.0,0.0
14,0.19881902546711275,1.0,8.10733367978218,0.04078200307565155,1.0997824408745431,0.4126460022981011,0.0,0.0,0.0,0.0,0.0,0.0
15,0.20096943391238564,1.0,8.110751654538022,0.04121872253608168,1.1034036225874366,0.4148002822244328,0.0,0.0,0.0,0.0,0.0,0.0
16,0.20297072899720792,1.0,8.115694228940434,0.04164897206001697,1.1066317531098002,0.4167225921979587,0.0,0.0,0.0,0.0,0.0,0.0
17,0.204841361523067,1.0,8.121653007070474,0.04206935441702962,1.1095226206300683,0.4184392773984164,0.0,0.0,0.0,0.0,0.0,0.0
18,0.20659687162533166,1.0,8.128250125958594,0.04247769215284705,1.1121225931811691,0.4199729436720075,0.0,0.0,0.0,0.0,0.0,0.0
19,0.208250449866632,1.0,8.135204271514446,0.042872698618338034,1.1144703494554307,0.4213433057672695,0.0,0.0,0.0,0.0,0.0,0.0
20,0.2098133665261326,1.0,8.142306360943904,0.04325373546070385,1.1165982928675366,0.4225677934911461,0.0,0.0,0.0,0.0,0.0,0.0
21,0.2112953051834038,1.0,8.149401883261655,0.04362063194919182,1.118533705942725,0.42366198015559897,0.0,0.0,0.0,0.0,0.0,0.0
22,0.21270462560211215,1.0,8.156377894778682,0.043973549437429225,1.1202996891778265,0.4246398830200012,0.0,0.0,0.0,0.0,0.0,0.0
23,0.2140485735860467,1.0,8.163153312957665,0.04431287933500938,1.1219159206856746,0.42551417405453884,0.0,0.0,0.0,0.0,0.0,0.0
24,0.21533345051824443,1.0,8.169671577814846,0.04463916629048847,1.1233992676339226,0.4262963300545315,0.0,0.0,0.0,0.0,0.0,0.0
25,0.21656475186388233,1.0,8.175895035614866,0.04495305053297112,1.1247642763346528,0.42699674346647776,0.0,0.0,0.0,0.0,0.0,0.0
26,0.21774728150067715,1.0,8.181800593555733,0.045255224873161706,1.126023564159876,0.4276248090590107,0.0,0.0,0.0,0.0,0.0,0.0
27,0.21888524700936174,1.0,8.187376326883149,0.045546402967612525,1.1271881329991615,0.42818899666371324,0.0,0.0,0.0,0.0,0.0,0.0
