n,||u||_2,||u||_inf,E(u),||p||_2,||p||_inf,E(p),||T||_2,||T||_inf,E(T),||S||_2,||S||_inf,E(S)
45,2.416888667939903,3.704809934607796,172.5467597882394,409.4010361133851,736.1703159249578,155921.74779863583,0.5726889484854312,1.0,0.5584431866548527,0.0,0.0,0.0
46,2.4168789115289564,3.7028380640127914,172.54435871337353,409.6286406877914,736.5779787434816,156178.56809904624,0.5730483934966296,1.0,0.5584193199318906,0.0,0.0,0.0
47,2.4168718451865114,3.7010539619914176,172.54250679571263,409.8347654111618,736.947132707415,156411.39276882441,0.5733740012894069,1.0,0.5583996117811045,0.0,0.0,0.0
48,2.4168667846061114,3.6994394715402357,172.54108006391033,410.0214344767529,737.2814099321403,156622.439642745,0.5736689454380454,1.0,0.5583833448811907,0.0,0.0,0.0
49,2.4168632099005425,3.6979782570180015,172.53998204067568,410.1904818815602,737.5841014347528,156813.7259867252,0.5739361040432907,1.0,0.558369924000679,0.0,0.0,0.0
50,2.4168607279783014,3.6966556072753547,172.5391377871255,410.34356919401506,737.8581888013895,156987.08582295183,0.5741780868381077,1.0,0.558358855582176,0.0,0.0,0.0
51,2.416859043108289,3.6954582627529287,172.53848919612926,410.4822016802084,738.106373000078,157144.1859102178,0.5743972598826097,1.0,0.5583497306616123,0.0,0.0,0.0
52,2.4168579339972522,3.6943742632265475,172.53799128484286,410.60774293730344,738.3311005772753,157286.54045461238,0.5745957680481831,1.0,0.5583422105941981,0.0,0.0,0.0
53,2.4168572360174534,3.693392813370118,172.53760928291766,410.7214281697762,738.5345874606119,157415.5246276472,0.5747755554770391,1.0,0.5583360151392377,0.0,0.0,0.0
54,2.4168568274856685,3.6925041637319755,172.53731635172224,410.8243762321662,738.7188405747307,157532.38696914783,0.574938384190025,1.0,0.5583309125247292,0.0,0.0,0.0
55,2.4168566191136827,3.691699505083603,172.53709180218223,410.9176005508937,738.8856774616655,157638.26075117424,0.5750858510025794,1.0,0.5583267111713253,0.0,0.0,0.0
56,2.416856545930301,3.690970874407509,172.5369197053196,411.0020190280957,739.0367440829157,157734.17437719842,0.5752194028964202,1.0,0.5583232528053288,0.0,0.0,0.0
57,2.4168565611212287,3.690311071050293,172.53678781118157,411.07846302090655,739.1735309659477,157821.06088802387,0.5753403509828675,1.0,0.5583204067329298,0.0,0.0,0.0
58,2.4168566313510054,3.6897135817845794,172.53668670928116,411.1476854814157,739.2973878447507,157899.76664268988,0.5754498831827181,1.0,0.5583180650841184,0.0,0.0,0.0
59,2.416856733341203,3.689172280196332,172.53660914931982,411.21036841005673,739.4095326845452,157971.0599133086,0.5755490757152365,1.0,0.5583161388646352,0.0,0.0,0.0
60,2.4168568508658126,3.6886822041810103,172.53654965501326,411.2671295487845,739.5110818564594,158035.63585193898,0.5756389035858093,1.0,0.558314554685842,0.0,0.0,0.0
61,2.4168569730475458,3.688238458404517,172.536503959947,411.31852777673345,739.6030317569621,158094.1255154398,0.5757202500584718,1.0,0.5583132520472434,0.0,0.0,0.0
62,2.4168570928532747,3.687836637837157,172.53646880896693,411.3650696856447,739.6862897884594,158147.1011306259,0.5757939152468537,1.0,0.5583121810918303,0.0,0.0,0.0
63,2.4168572059610995,3.687472768649504,172.53644171706276,411.4072140449264,739.7616776966914,158195.08138678645,0.5758606239100232,1.0,0.5583113007476078,0.0,0.0,0.0
64,2.416857309937506,3.6871432602887486,172.53642078679843,411.4453762905305,739.8299395344345,158238.5363817475,0.5759210325249953,1.0,0.5583105771901961,0.0,0.0,0.0
65,2.4168574036413264,3.686844865394469,172.5364045695,411.4799326180919,739.8917489907668,158277.89213709795,0.575975735700824,1.0,0.558309982571929,0.0,0.0,0.0
66,2.416857486794212,3.6865746453182924,172.5363919593593,411.51122369126824,739.9477160474967,158313.53470347926,0.5760252719940592,1.0,0.5583094939719141,0.0,0.0,0.0
67,2.416857559673531,3.6863299398778633,172.5363821125048,411.5395579984294,739.998393007847,158345.81388820228,0.5760701291804557,1.0,0.5583090925290757,0.0,0.0,0.0
68,2.416857622895253,3.6861083404907,172.53637438510128,411.5652148911452,740.0442799535829,158375.04663861403,0.5761107490331382,1.0,0.5583087627266491,0.0,0.0,0.0
69,2.416857677262636,3.685907666124365,172.53636828599795,411.588447335277,740.0858296848417,158401.52011256048,0.5761475316529739,1.0,0.5583084918019325,0.0,0.0,0.0
70,2.4168577236628392,3.6857259416660852,172.5363634405195,411.6094844021445,740.1234521919504,158425.49446455523,0.5761808393927812,1.0,0.5583082692595543,0.0,0.0,0.0
71,2.416857762998144,3.6855613784133547,172.53635956279203,411.6285335245236,740.1575187038841,158447.2053736547,0.5762110004132067,1.0,0.5583080864702716,0.0,0.0,0.0
72,2.4168577961419135,3.6854123564478414,172.5363564346068,411.64578253976873,740.1883653536429,158466.8663366597,0.5762383119046253,1.0,0.558307936340371,0.0,0.0,0.0
73,2.4168578239120286,3.6852774086948354,172.53635388929163,411.6614015401701,740.2162964968785,158484.67074811654,0.5762630430062574,1.0,0.5583078130393526,0.0,0.0,0.0
74,2.416857847056502,3.6851552064983353,172.53635179940747,411.6755445487287,740.2415877166413,158500.79378667174,0.5762854374508111,1.0,0.5583077117756772,0.0,0.0,0.0
75,2.4168578662473434,3.6850445465629367,172.53635006737812,411.68835103671466,740.2644885438536,158515.3941255586,0.5763057159603379,1.0,0.5583076286121554,0.0,0.0,0.0
